post_id,platform,content_type,category,creator_type,follower_count,account_age_days,hook_strength,relatability_score,thumbnail_quality,caption_length,hashtag_count,trending_audio,call_to_action,video_duration,post_time,day_of_week,emotion_trigger,views,likes,comments,shares,saves,impressions,reach,watch_time_avg,completion_rate,engagement_rate,first_3sec_retention,viral
167,TikTok,Short,Entertainment,influencer,65173,1338,5,7,4,121,22,0,0,49,16,7,fear,12680,1216,387,114,100,29900,17838,2.9,0.06,0.143,0.55,0
168,YouTube,Post,Education,influencer,925,961,2,9,10,37,10,1,0,171,22,7,neutral,1703,84,82,34,41,3241,2523,72.27,0.42,0.142,0.33,0
169,YouTube,Short,Motivation,influencer,810,975,2,3,6,102,12,0,0,52,16,5,curiosity,1466,62,55,14,27,2726,1820,46.78,0.9,0.108,0.26,0
170,TikTok,Reel,Entertainment,influencer,2783,1260,5,10,9,165,8,1,0,124,23,1,fear,7080,342,106,85,167,12219,8476,64.29,0.52,0.099,0.75,1
171,Instagram,Video,Entertainment,individual,2820,86,8,2,3,57,1,1,1,140,21,6,fear,4496,526,56,95,34,7928,7126,53.81,0.38,0.158,1,0
172,TikTok,Post,Education,influencer,178,1904,3,6,8,68,3,0,0,64,19,3,neutral,3465,106,64,74,76,7639,5495,2.33,0.04,0.092,0.54,1
173,TikTok,Video,Education,brand,24219,1482,7,10,4,218,34,0,0,48,6,4,inspiration,27515,2682,1274,659,712,53721,40449,32.09,0.67,0.194,0.97,0
174,Instagram,Reel,Tech,influencer,2595,1322,6,8,8,68,39,0,0,134,11,2,funny,2190,80,82,31,73,3402,2643,89.06,0.66,0.121,0.84,0
175,TikTok,Video,Tech,influencer,3454,1275,1,5,10,119,12,1,1,159,3,7,curiosity,6370,658,261,153,73,10694,7196,15.88,0.1,0.18,0.31,0
176,TikTok,Reel,Entertainment,individual,5036,1173,2,6,9,65,39,0,0,161,6,5,funny,5580,292,184,37,46,12123,9973,160.82,1,0.1,0.3,0
177,TikTok,Reel,Entertainment,individual,648,1041,5,3,6,95,37,0,1,163,13,2,inspiration,1393,58,42,7,52,2378,1254,68.79,0.42,0.114,0.62,1
178,YouTube,Video,Entertainment,influencer,22451,1503,10,9,4,57,18,0,1,91,23,3,funny,97323,7541,1797,2909,3828,207262,152806,59.81,0.66,0.165,1,1
179,TikTok,Reel,Tech,influencer,2699,943,7,6,2,84,20,0,1,176,4,7,inspiration,4517,399,94,40,123,9561,6521,106.28,0.6,0.145,0.75,0
180,Instagram,Video,Entertainment,brand,12442,683,2,4,2,121,32,1,1,123,10,7,funny,30749,3581,966,529,586,47972,41664,20.6,0.17,0.184,0.37,1
181,Instagram,Post,Motivation,individual,41490,1989,6,4,8,38,39,0,0,162,16,4,funny,142166,12697,2622,3778,5119,223552,183548,33.46,0.21,0.17,0.82,1
182,TikTok,Reel,Entertainment,brand,4357,660,9,8,5,231,19,1,0,128,6,5,curiosity,27651,2951,1313,197,511,41426,28486,10.95,0.09,0.18,0.96,1
183,TikTok,Post,Motivation,brand,1426,593,5,4,3,135,39,1,1,76,7,4,curiosity,4382,260,96,47,41,9097,4776,20.98,0.28,0.101,0.61,1
184,YouTube,Reel,Motivation,influencer,7277,1276,2,6,8,287,1,1,0,35,22,3,curiosity,14531,615,482,256,145,26652,14203,22.59,0.65,0.103,0.28,0
185,Instagram,Video,Meme,brand,176,854,7,10,5,193,33,0,0,13,21,5,curiosity,1539,183,56,15,10,3377,2958,3.39,0.26,0.172,0.87,1
186,TikTok,Video,Meme,influencer,3055,874,9,6,3,258,34,1,1,52,17,7,funny,8259,629,381,225,277,15417,13071,27.51,0.53,0.183,1,1
187,Instagram,Short,Motivation,individual,5382,1125,9,6,6,129,27,0,1,57,2,4,curiosity,8561,952,292,166,210,13086,11457,22.41,0.39,0.189,1,0
188,TikTok,Reel,Entertainment,influencer,1887,856,5,4,9,136,30,1,0,88,6,7,funny,3338,361,139,69,104,5529,2971,15.08,0.17,0.202,0.64,0
189,TikTok,Video,Tech,brand,10339,138,7,8,8,120,12,1,0,171,4,1,curiosity,36235,3093,1464,645,1074,76838,53039,160.04,0.94,0.173,0.81,1
190,Instagram,Short,Education,brand,16260,1677,7,1,8,125,14,0,1,112,20,7,curiosity,37750,4030,1779,1129,1240,61789,42404,84.91,0.76,0.217,0.76,1
191,Instagram,Video,Motivation,influencer,3629,933,8,1,8,51,10,1,1,107,10,7,inspiration,7178,652,234,202,133,16329,11591,8.95,0.08,0.17,0.81,0
192,TikTok,Short,Education,influencer,1014,168,8,1,5,124,1,1,0,67,7,3,curiosity,5375,477,95,66,143,8898,7698,40.98,0.61,0.145,0.95,1
193,TikTok,Reel,Education,individual,1286,1623,1,9,4,256,18,0,0,103,13,3,funny,548,65,17,16,20,775,461,47.73,0.46,0.215,0.16,0
194,TikTok,Video,Tech,individual,648,1428,9,2,3,259,23,1,0,122,9,1,inspiration,5669,464,261,144,178,8368,6404,8.67,0.07,0.185,0.9,1
195,TikTok,Post,Meme,brand,230,380,2,4,7,141,22,0,0,116,0,6,fear,196,11,5,5,1,308,214,85.78,0.74,0.112,0.36,0
196,YouTube,Video,Education,influencer,9609,1355,9,5,8,79,22,0,1,95,17,5,funny,231521,21524,6120,4402,8796,512583,276535,9.69,0.1,0.176,0.98,1
197,Instagram,Short,Tech,influencer,2178,472,6,5,9,68,1,1,0,108,18,6,curiosity,5263,571,218,124,129,11745,6021,28.1,0.26,0.198,0.73,1
198,TikTok,Short,Tech,individual,1046,703,7,4,9,85,0,0,0,26,7,5,fear,2802,229,68,71,94,4683,3850,13.46,0.52,0.165,0.81,1
199,YouTube,Reel,Meme,individual,591,686,6,1,6,172,13,1,0,76,14,6,inspiration,2984,163,54,16,85,5914,5173,7.67,0.1,0.107,0.73,1
200,TikTok,Reel,Entertainment,brand,578,600,2,2,4,282,13,0,0,17,6,4,funny,1459,167,53,10,25,3331,2750,10.26,0.6,0.175,0.32,1
201,TikTok,Reel,Meme,brand,286,392,2,1,3,297,35,1,0,145,5,2,neutral,1460,72,31,27,8,2169,1534,131.74,0.91,0.095,0.25,1
202,YouTube,Reel,Motivation,individual,1323,165,8,9,7,54,1,0,1,12,6,4,neutral,5388,467,140,128,127,11589,9616,8.77,0.73,0.16,0.93,1
203,TikTok,Video,Motivation,influencer,4234,1955,8,10,4,102,22,0,1,10,9,2,inspiration,5031,275,231,52,180,10699,8331,6.48,0.65,0.147,1,0
204,TikTok,Reel,Education,brand,555,1008,5,6,8,31,0,1,1,154,15,7,curiosity,7089,229,242,152,206,10176,7622,20.3,0.13,0.117,0.78,1
205,YouTube,Video,Entertainment,brand,1019,1309,7,9,2,246,24,1,0,78,13,2,neutral,946,36,10,20,24,1164,970,14.39,0.18,0.095,0.77,0
206,Instagram,Post,Motivation,brand,6228,873,9,10,2,63,10,0,0,20,16,3,neutral,5269,434,55,130,82,9046,8046,2.72,0.14,0.133,1,0
207,TikTok,Post,Education,individual,221,312,8,7,7,72,39,1,0,128,11,5,inspiration,4423,221,84,112,166,7247,6147,14.02,0.11,0.132,0.94,1
208,Instagram,Short,Tech,brand,38,224,4,4,3,115,20,0,0,68,4,3,fear,1381,132,32,20,12,2707,1718,13.31,0.2,0.142,0.65,1
209,Instagram,Short,Motivation,brand,1170,1939,4,6,4,240,18,0,1,42,5,4,neutral,6030,546,259,89,63,12498,7602,31.52,0.75,0.159,0.51,1
210,Instagram,Reel,Entertainment,individual,11377,1242,3,5,2,196,9,1,0,134,1,4,funny,34588,3045,378,544,510,68627,48686,19.05,0.14,0.129,0.33,1
211,Instagram,Video,Education,brand,2221,1401,1,5,10,208,1,1,0,110,23,4,fear,543,64,20,14,8,1077,832,75.06,0.68,0.195,0.28,0
212,TikTok,Video,Tech,influencer,225,1731,9,10,10,234,12,0,0,109,21,2,curiosity,4293,210,63,96,38,8467,5626,108.67,1,0.095,0.96,1
213,Instagram,Short,Entertainment,brand,17904,1741,4,7,2,133,35,0,0,156,21,3,curiosity,38785,2552,1638,767,419,74106,61947,5.8,0.04,0.139,0.51,1
214,YouTube,Reel,Entertainment,influencer,4426,343,6,8,6,45,35,1,1,26,13,7,curiosity,13419,1359,497,295,511,20846,12239,9.1,0.35,0.198,0.6,1
215,YouTube,Short,Tech,influencer,17678,1515,7,6,1,96,13,0,0,65,6,6,neutral,12371,1296,578,262,106,27386,14988,27.33,0.42,0.181,0.92,0
216,Instagram,Short,Meme,brand,425,219,7,8,4,142,8,0,1,33,5,7,curiosity,1103,93,28,12,9,1577,1411,11.76,0.36,0.129,0.73,1
217,Instagram,Post,Entertainment,brand,25029,1783,3,4,3,202,0,0,0,85,1,5,inspiration,121,11,2,2,3,185,152,11.92,0.14,0.149,0.47,0
218,TikTok,Post,Tech,brand,3557,1962,9,6,4,120,21,1,1,47,18,4,fear,204166,14917,6823,3784,1635,400423,287398,4.57,0.1,0.133,0.93,1
219,YouTube,Video,Tech,brand,7990,440,6,2,3,239,27,1,1,69,2,3,neutral,4311,158,199,128,127,10450,7439,53.62,0.78,0.142,0.7,0
220,TikTok,Reel,Education,influencer,4819,1322,9,6,6,125,3,1,1,79,16,7,curiosity,12288,1402,246,98,312,15736,10003,76.64,0.97,0.167,1,1
221,TikTok,Short,Education,influencer,456,827,1,3,4,102,14,0,1,114,23,1,fear,1366,122,37,28,9,2791,2461,93.14,0.82,0.143,0.38,1
222,YouTube,Reel,Entertainment,influencer,2654,420,2,6,4,170,0,1,0,166,3,1,neutral,3064,151,35,43,25,4853,3455,21.1,0.13,0.083,0.28,0
223,Instagram,Post,Education,individual,11170,406,2,3,4,26,38,0,1,52,13,2,inspiration,12226,587,276,303,453,17773,13710,19.99,0.38,0.132,0.29,0
224,YouTube,Reel,Meme,brand,682,1097,8,8,6,28,36,1,0,150,4,6,fear,953,98,45,5,37,1490,823,14.75,0.1,0.194,1,0
225,Instagram,Reel,Meme,brand,59120,1938,6,2,3,144,17,1,0,170,4,2,inspiration,37450,3888,1612,737,650,85150,64082,136.36,0.8,0.184,0.77,0
226,TikTok,Short,Education,individual,6001,1620,7,3,7,274,21,1,1,164,4,7,funny,27755,2924,880,398,746,60089,35913,4,0.02,0.178,0.74,1
227,Instagram,Short,Motivation,influencer,245,1347,3,3,8,17,19,0,1,179,3,3,funny,387,31,12,10,9,513,265,171.88,0.96,0.16,0.31,0
228,TikTok,Short,Education,brand,3877,1481,1,10,8,21,24,1,1,158,13,6,inspiration,2286,272,85,65,22,2971,1490,61.61,0.39,0.194,0.27,0
229,Instagram,Reel,Entertainment,brand,16821,1208,9,8,4,229,32,1,1,72,13,1,inspiration,26344,2211,1031,339,494,37744,30912,18.58,0.26,0.155,0.93,0
230,YouTube,Short,Meme,brand,6420,1423,2,9,7,212,18,0,1,39,6,5,neutral,25904,2479,766,537,800,37643,31024,24.65,0.63,0.177,0.21,1
231,YouTube,Video,Meme,individual,12179,1342,3,4,1,46,25,1,1,103,1,7,neutral,7528,498,231,225,73,10335,5823,70.22,0.68,0.136,0.42,0
232,YouTube,Short,Tech,influencer,1245,93,7,7,2,234,20,1,0,61,6,7,funny,1126,40,48,12,24,1835,1464,4.56,0.07,0.11,0.91,0
233,YouTube,Video,Motivation,individual,424,325,1,7,4,110,27,0,0,149,8,2,funny,289,21,6,6,1,412,283,87.97,0.59,0.118,0.38,0
234,YouTube,Reel,Entertainment,individual,4226,1294,4,8,3,199,0,0,0,157,12,1,neutral,5251,578,177,132,105,10206,5841,118.23,0.75,0.189,0.67,0
235,YouTube,Post,Education,influencer,855,1492,2,2,9,54,5,0,0,25,5,1,inspiration,323,14,9,3,4,393,298,11.21,0.45,0.093,0.44,0
236,TikTok,Video,Meme,influencer,14802,1441,1,3,9,78,4,0,1,24,14,2,fear,27680,877,1091,282,267,35271,19577,16.05,0.67,0.091,0.2,0
237,TikTok,Video,Motivation,brand,196,1561,8,9,4,208,1,0,0,60,22,7,fear,1529,174,33,37,48,2617,1445,42.12,0.7,0.191,1,1
238,TikTok,Reel,Meme,individual,17892,900,10,7,6,204,34,1,1,86,10,6,inspiration,38079,2507,391,688,1418,85052,53539,70.21,0.82,0.131,1,1
239,Instagram,Short,Tech,brand,1306,1520,6,4,7,39,18,0,1,53,15,7,fear,4817,180,163,82,116,10696,6518,49.24,0.93,0.112,0.86,1
240,YouTube,Short,Motivation,individual,1565,1492,1,8,10,124,33,0,0,32,2,3,fear,3618,418,83,77,113,5813,4902,26.36,0.82,0.191,0.38,1
241,TikTok,Reel,Education,individual,5447,220,8,8,6,205,34,0,1,127,2,6,funny,8137,946,152,58,96,16492,10896,104.57,0.82,0.154,1,0
242,TikTok,Short,Entertainment,influencer,219,238,3,5,3,184,34,0,1,120,13,7,inspiration,6836,292,151,57,180,8833,5652,38.14,0.32,0.099,0.4,1
243,Instagram,Video,Entertainment,influencer,1675,1644,3,9,2,198,31,1,1,120,16,5,neutral,5011,311,119,90,102,9320,5175,105.83,0.88,0.124,0.45,1
244,Instagram,Post,Meme,individual,4114,1621,4,5,5,31,34,1,1,20,17,2,curiosity,6114,335,72,172,171,14058,8488,15.43,0.77,0.123,0.49,0
245,TikTok,Reel,Education,influencer,901,1479,9,2,9,109,21,1,0,68,21,6,neutral,11470,1100,516,264,150,17375,9194,48.57,0.71,0.177,0.99,1
246,YouTube,Reel,Entertainment,brand,10925,135,9,7,4,197,5,0,1,66,15,2,inspiration,7168,240,184,179,121,13343,11269,30.43,0.46,0.101,1,0
247,YouTube,Post,Entertainment,brand,2167,1888,7,8,2,115,6,1,1,44,5,6,neutral,13917,916,619,162,330,33961,18636,38.07,0.87,0.146,0.8,1
248,TikTok,Reel,Education,influencer,399,1011,9,7,3,71,29,1,1,26,10,4,curiosity,4209,329,183,56,125,8738,7320,25.85,0.99,0.165,0.99,1
249,TikTok,Post,Motivation,individual,4228,1940,3,9,2,123,0,1,1,56,20,5,fear,4477,326,176,37,91,6044,5044,28.07,0.5,0.141,0.36,0
250,TikTok,Short,Meme,influencer,1785,1752,7,7,5,117,14,1,1,166,13,5,inspiration,4197,186,158,38,66,9071,6877,84.55,0.51,0.107,0.94,1
251,Instagram,Short,Meme,brand,3808,1251,3,2,6,54,32,0,1,27,22,2,funny,1760,206,69,39,61,3264,2714,4.9,0.18,0.213,0.51,0
252,YouTube,Short,Education,individual,105903,1773,10,3,3,43,32,0,0,173,8,7,inspiration,157907,14636,7415,4027,3894,316590,262745,116.81,0.68,0.19,1,0
253,TikTok,Reel,Tech,individual,6440,985,1,1,10,124,11,1,0,60,15,1,inspiration,19096,1797,338,320,411,33170,19229,23.94,0.4,0.15,0.26,1
254,YouTube,Reel,Tech,influencer,1010,1015,1,10,9,110,37,0,0,45,12,6,neutral,8044,855,208,89,268,15617,11441,16.74,0.37,0.177,0.13,1
255,Instagram,Video,Motivation,influencer,697,1967,7,8,10,283,19,1,0,105,12,2,inspiration,6673,269,67,117,169,10731,7508,61.63,0.59,0.093,0.72,1
256,TikTok,Reel,Motivation,brand,5499,887,4,10,9,163,25,0,1,178,16,2,curiosity,13692,1541,440,170,274,30604,25498,56.95,0.32,0.177,0.62,1
257,YouTube,Video,Motivation,influencer,245,897,8,6,1,58,24,1,0,14,21,2,funny,2558,219,74,55,32,4681,2390,3.35,0.24,0.149,0.98,1
258,Instagram,Video,Education,influencer,840,97,10,2,1,149,25,0,1,48,0,5,curiosity,3082,277,93,48,21,5035,3298,3.02,0.06,0.142,1,1
259,YouTube,Reel,Motivation,influencer,5573,1329,3,7,8,109,13,0,1,20,18,2,inspiration,9743,728,166,75,335,14120,10197,13.05,0.65,0.134,0.4,0
260,TikTok,Reel,Tech,influencer,391,594,5,7,5,20,14,1,0,135,4,7,curiosity,1601,68,34,28,49,3853,3065,113.26,0.84,0.112,0.71,1
261,TikTok,Reel,Meme,influencer,584,807,6,7,2,178,9,1,0,126,16,1,curiosity,3194,234,39,29,95,6252,3436,90.26,0.72,0.124,0.87,1
262,YouTube,Video,Entertainment,influencer,5158,803,8,3,9,149,8,1,1,6,7,2,funny,6700,320,282,64,53,11852,7238,3.74,0.62,0.107,1,0
263,YouTube,Post,Meme,brand,153,708,4,8,7,144,8,0,0,133,5,6,neutral,1745,105,81,9,42,2287,2033,99.03,0.74,0.136,0.55,1
264,TikTok,Post,Education,brand,107597,1435,7,8,1,27,27,0,0,61,19,4,funny,152174,11480,6201,996,3833,193042,160932,9.03,0.15,0.148,0.71,0
265,TikTok,Post,Meme,individual,17436,559,1,5,2,93,34,1,0,118,21,2,neutral,17862,707,440,133,568,41521,30738,114.09,0.97,0.103,0.39,0
266,TikTok,Post,Meme,influencer,604,944,2,5,3,288,15,1,1,69,11,2,fear,2225,249,76,41,30,4287,3026,25,0.36,0.178,0.46,1
267,TikTok,Reel,Meme,individual,2549,1011,2,5,7,291,25,1,1,92,11,7,neutral,7875,524,355,167,287,12620,7328,58.12,0.63,0.169,0.24,1
268,TikTok,Short,Tech,brand,3959,445,3,4,5,207,0,0,1,136,10,4,funny,6757,401,194,58,266,9896,7992,30.02,0.22,0.136,0.34,0
269,TikTok,Video,Meme,individual,36975,850,10,9,10,265,32,1,1,13,11,5,fear,31774,3325,487,901,994,53139,46511,12.35,0.95,0.18,1,0
270,Instagram,Video,Tech,brand,759,1621,9,8,5,265,9,0,0,175,14,6,neutral,854,44,15,24,31,1474,877,10.13,0.06,0.133,1,0
271,TikTok,Post,Education,individual,26121,1362,2,3,9,235,13,1,0,8,8,7,curiosity,70512,3564,869,881,1523,121279,63423,3.01,0.38,0.097,0.31,1
272,Instagram,Video,Motivation,individual,12540,1988,10,1,6,159,3,1,1,63,8,4,funny,22624,2087,824,134,404,41911,36209,61.72,0.98,0.152,1,0
273,Instagram,Short,Meme,influencer,7542,1420,4,4,3,223,21,1,1,118,17,7,neutral,11736,384,458,315,149,26635,16634,20.38,0.17,0.111,0.42,0
274,YouTube,Video,Meme,brand,3317,66,3,2,4,28,6,1,0,176,20,4,funny,50,1,1,0,0,82,64,80.34,0.46,0.04,0.38,0
275,Instagram,Reel,Motivation,influencer,602,910,7,5,5,58,8,0,1,149,4,2,inspiration,1567,132,42,8,50,3700,2490,3.55,0.02,0.148,0.93,1
276,Instagram,Reel,Tech,brand,229,1319,6,9,1,80,26,0,1,25,15,6,fear,2916,160,141,24,73,5034,4528,8.5,0.34,0.136,0.68,1
277,TikTok,Reel,Motivation,individual,3518,774,8,3,9,136,37,0,1,59,19,4,fear,5004,362,192,74,70,10071,8812,21.79,0.37,0.139,1,0
278,Instagram,Post,Motivation,brand,8647,1607,10,4,9,26,26,0,0,179,1,7,fear,27324,1343,1221,789,363,34767,19180,158.22,0.88,0.136,1,1
279,TikTok,Reel,Entertainment,individual,2658,1717,5,2,10,66,18,0,0,16,17,1,neutral,7275,227,333,41,97,13589,11124,2.45,0.15,0.096,0.6,1
280,Instagram,Reel,Tech,brand,19843,754,1,1,10,56,31,1,0,107,21,2,funny,28310,2650,1024,759,383,58261,38190,49.26,0.46,0.17,0.38,0
281,TikTok,Post,Tech,individual,1654,422,9,8,3,44,17,1,0,137,13,4,curiosity,6391,377,291,57,70,9582,5198,38.01,0.28,0.124,0.94,1
282,Instagram,Post,Tech,brand,1980,1188,9,10,5,117,37,1,1,128,11,7,curiosity,5007,410,247,55,144,6584,5074,92.21,0.72,0.171,1,1
283,YouTube,Video,Meme,brand,3705,343,3,2,6,187,36,1,1,164,2,3,fear,5895,215,105,80,157,9294,5534,90.26,0.55,0.094,0.34,0
284,Instagram,Post,Entertainment,individual,1579,1958,3,5,8,13,23,0,0,7,3,1,inspiration,1572,97,32,24,12,3203,1835,5.73,0.82,0.105,0.3,0
285,Instagram,Video,Motivation,brand,7858,799,9,4,2,180,25,1,0,26,14,3,funny,9202,645,359,205,364,18335,15878,7.4,0.28,0.171,1,0
286,Instagram,Video,Education,influencer,6060,1389,3,3,8,14,25,0,0,15,6,5,funny,6885,527,82,74,152,12774,8036,6.03,0.4,0.121,0.35,0
287,Instagram,Post,Education,influencer,2051,740,7,1,6,100,5,0,1,170,1,6,inspiration,1021,34,30,24,14,2318,1238,137.54,0.81,0.1,0.78,0
288,YouTube,Short,Tech,influencer,2969,861,10,10,2,96,32,0,0,20,21,6,funny,10271,796,294,78,284,20684,10964,17.62,0.88,0.141,1,1
289,Instagram,Post,Motivation,individual,1198,594,6,5,7,235,14,1,1,158,15,7,inspiration,5959,639,100,94,126,12218,10987,125.1,0.79,0.161,0.78,1
290,TikTok,Short,Education,influencer,219,95,4,2,1,108,34,0,0,163,6,1,fear,791,26,19,20,23,1388,954,75.95,0.47,0.111,0.42,1
291,Instagram,Reel,Education,brand,4026,1129,4,6,5,58,5,1,0,135,9,5,fear,7509,672,289,87,120,9399,6946,18.66,0.14,0.156,0.6,0
292,YouTube,Video,Meme,brand,206,178,2,6,6,99,37,0,1,178,10,1,inspiration,65,2,3,1,2,115,73,10.58,0.06,0.123,0.45,0
293,TikTok,Reel,Tech,influencer,798,1719,10,6,4,93,36,1,0,90,6,7,funny,1896,146,27,19,75,4727,4191,49.64,0.55,0.141,1,1
294,YouTube,Post,Meme,influencer,258,1017,8,7,5,51,6,0,1,46,3,1,curiosity,389,35,17,11,10,877,641,10.1,0.22,0.188,0.83,0
295,TikTok,Short,Education,brand,20795,535,2,7,2,213,21,0,1,41,19,7,fear,48382,1534,1319,281,1857,106776,62687,10.19,0.25,0.103,0.44,1
296,YouTube,Video,Education,brand,1413,874,1,8,10,44,23,1,1,32,3,3,funny,3746,165,139,74,117,6469,5780,11.28,0.35,0.132,0.23,1
297,TikTok,Short,Motivation,brand,635,1031,2,7,7,48,2,1,0,11,16,2,fear,3739,181,129,39,90,7018,4825,8.16,0.74,0.117,0.26,1
298,YouTube,Short,Entertainment,influencer,10422,1645,10,3,1,137,21,0,1,111,12,4,neutral,4248,160,82,38,39,6303,3289,41.88,0.38,0.075,1,0
299,YouTube,Video,Entertainment,individual,2015,1241,3,9,1,110,1,0,0,146,0,3,neutral,649,71,13,6,22,1191,699,119.66,0.82,0.173,0.43,0
300,Instagram,Short,Education,individual,3651,535,10,10,1,78,8,0,0,165,3,4,curiosity,6324,191,104,86,101,10051,6865,130.99,0.79,0.076,1,0
301,TikTok,Reel,Entertainment,individual,2318,131,10,2,10,264,19,0,1,62,15,1,neutral,5279,354,196,57,41,13118,8365,48.2,0.78,0.123,1,1
302,Instagram,Reel,Education,individual,3328,608,2,3,10,194,29,1,0,141,1,6,inspiration,4455,417,206,37,30,9156,7242,4.58,0.03,0.155,0.24,0
303,YouTube,Reel,Entertainment,influencer,1068,1898,5,10,10,265,24,1,1,166,4,6,fear,2095,163,104,35,70,4135,3533,72.86,0.44,0.178,0.74,0
304,Instagram,Reel,Entertainment,individual,39927,1924,2,10,2,94,35,0,0,108,19,6,curiosity,27834,1961,662,259,745,40360,31761,95.49,0.88,0.13,0.49,0
305,Instagram,Video,Tech,individual,473,1949,8,3,7,49,31,0,0,30,18,2,inspiration,1925,182,53,44,25,2837,1687,24.77,0.83,0.158,0.98,1
306,Instagram,Video,Motivation,individual,15430,1335,5,6,1,116,22,1,0,101,10,2,curiosity,345375,32184,10463,5538,3306,820538,410514,30.81,0.31,0.149,0.76,1
307,YouTube,Video,Education,individual,31914,1017,10,1,7,195,5,0,1,154,21,6,curiosity,76372,6670,3509,1253,781,109679,68106,143.35,0.93,0.16,1,1
308,YouTube,Short,Meme,brand,2784,950,2,3,10,43,34,0,0,135,9,3,neutral,2594,214,37,75,28,5532,4484,88.19,0.65,0.136,0.27,0
309,Instagram,Reel,Entertainment,influencer,14028,751,9,2,5,182,15,0,1,28,2,6,inspiration,31399,1541,614,377,608,73574,65204,8.09,0.29,0.1,0.91,1
310,TikTok,Short,Motivation,individual,442,1268,2,6,3,241,25,0,0,33,2,2,curiosity,1349,45,47,17,24,2320,2038,25.86,0.78,0.099,0.44,1
311,TikTok,Video,Education,individual,24597,385,1,8,10,253,2,1,1,80,6,4,neutral,20266,2373,322,578,231,49741,30313,46.26,0.58,0.173,0.21,0
312,YouTube,Post,Education,influencer,4206,60,7,9,2,114,26,0,0,6,6,5,funny,8912,702,252,155,67,19559,13576,4.74,0.79,0.132,0.85,1
313,Instagram,Short,Education,brand,5486,848,5,3,9,103,4,0,0,26,6,5,funny,1532,131,72,15,47,3171,2619,22.79,0.88,0.173,0.66,0
314,Instagram,Post,Education,brand,792,580,9,8,9,187,12,1,0,19,3,1,funny,1429,134,64,11,50,2509,1415,12.09,0.64,0.181,0.94,0
315,TikTok,Reel,Tech,individual,13962,811,1,1,9,286,16,0,0,27,10,1,curiosity,19101,1577,799,258,633,36682,26967,10.47,0.39,0.171,0.12,0
316,TikTok,Post,Education,influencer,3635,1584,6,3,8,110,33,0,0,88,3,2,funny,210436,9511,5982,2667,1311,403453,259268,29.79,0.34,0.093,0.76,1
317,Instagram,Post,Tech,brand,6377,257,1,9,6,292,19,1,1,157,1,1,funny,12434,841,510,167,307,15765,13258,33.77,0.22,0.147,0.32,0
318,Instagram,Post,Motivation,influencer,4726,843,10,8,10,233,16,1,0,146,7,4,funny,3993,458,195,57,148,8437,6442,80.45,0.55,0.215,1,0
319,Instagram,Post,Motivation,brand,1689,82,3,1,7,109,29,1,1,91,18,4,funny,5512,264,249,54,88,11625,6333,57.23,0.63,0.119,0.49,1
320,Instagram,Video,Motivation,influencer,3522,953,8,2,8,148,36,0,0,22,22,6,inspiration,8438,727,403,164,201,12180,6248,3.01,0.14,0.177,0.82,1
321,TikTok,Post,Entertainment,individual,11005,1264,6,5,4,160,12,1,0,73,3,4,inspiration,23944,2844,293,204,163,54768,38599,46.43,0.64,0.146,0.62,1
322,Instagram,Short,Education,influencer,146015,641,2,2,7,144,29,0,0,160,13,4,fear,82038,5119,1115,936,675,205078,102718,17.95,0.11,0.096,0.26,0
323,YouTube,Video,Meme,brand,711,303,9,8,7,171,10,1,0,167,19,5,fear,4174,243,173,92,150,10064,5454,116.26,0.7,0.158,0.97,1
324,Instagram,Short,Entertainment,brand,3741,92,10,9,5,235,6,1,1,131,7,4,inspiration,2938,100,50,84,21,5409,2713,47.79,0.36,0.087,1,0
325,YouTube,Reel,Tech,individual,79,279,4,3,8,272,22,0,1,114,1,2,funny,1531,103,25,14,8,3612,2220,12.24,0.11,0.098,0.57,1
326,TikTok,Video,Entertainment,individual,959,353,3,3,5,132,13,1,1,165,15,2,fear,2250,106,64,62,15,5331,4671,142.76,0.87,0.11,0.4,1
327,Instagram,Post,Entertainment,influencer,17974,1402,1,10,2,245,7,1,1,105,21,4,funny,58345,4592,2459,1033,419,80755,43688,41.55,0.4,0.146,0.23,1
328,TikTok,Reel,Entertainment,influencer,829,166,8,7,3,251,6,1,1,58,19,2,neutral,3590,134,139,45,116,7938,5183,26.79,0.46,0.121,0.95,1
329,TikTok,Post,Entertainment,individual,133,1861,2,1,1,184,15,0,1,13,0,4,funny,1061,61,14,23,31,1861,1259,5.96,0.46,0.122,0.22,1
330,Instagram,Video,Entertainment,brand,471,936,10,9,1,186,24,1,1,15,21,4,funny,2252,218,37,21,47,4591,3490,5.72,0.38,0.143,1,1
331,YouTube,Reel,Motivation,influencer,1868,1133,7,6,8,234,28,0,0,107,11,7,inspiration,3621,408,176,67,76,4650,3191,101.23,0.95,0.201,0.9,0
332,TikTok,Video,Education,brand,2255,1146,2,8,1,285,11,1,1,105,8,7,inspiration,3422,167,39,80,116,6777,4825,101.69,0.97,0.117,0.47,0
333,Instagram,Post,Education,influencer,79034,1632,7,5,7,95,7,0,1,56,0,6,funny,38667,3113,1699,622,1436,86427,63370,25.78,0.46,0.178,0.86,0
334,YouTube,Reel,Meme,brand,3491,405,8,8,6,47,28,0,0,109,3,2,neutral,3374,158,50,43,121,7546,4586,84.92,0.78,0.11,1,0
